frame,avg_pxl diff,std_pxl,avg_angle_diff,std_angle
39,3.816784835683549,41.36543530559355,4.234636247044693,1.6955169236472682
40,3.202156778664701,30.116176555636706,4.383902494097749,1.6604391063064456
41,4.907290454146233,44.361199393046086,4.816727951554037,0.9690721881269533
42,1.7957365328149806,2.45128146459221,4.64514650825811,1.1232268096825895
43,5.175676795659104,55.26128218359036,4.541912551146431,1.2248434580870957
44,2.1725294595563445,6.345657975775688,4.585459165625827,1.3208707842447027
45,3.397772389248725,27.369181465385836,4.75843169356444,1.197130293118045
46,5.753644643613623,62.30839152895864,4.4465641794107995,1.09537231255771
47,4.071591723370237,36.73861159932119,4.337977173318446,1.361015675421788
48,5.464308242042449,44.08397710881815,4.512085183264791,1.416074946046026
49,2.8180807984277947,5.622038081031833,4.460374469436562,1.0369225834864997
50,5.061399783893169,46.50795345435242,4.284333141029712,1.3520973681310968
51,4.220503577726732,35.789947371660716,4.623306431806835,1.0318649803746267
52,5.979059848080657,59.99403091568961,4.580011366972088,1.3211139765531246
53,8.468253728180885,73.25088710615651,4.574283140740152,0.9937563004591257
54,5.937056885072079,49.441936411382066,4.528900130857006,1.1748823600812708
55,3.4473012167474946,3.3657041463443638,4.595837549510442,1.2209761734245164
56,5.486248221543482,42.65081865320948,4.536935968882921,1.3422621165957602
57,6.232991247432696,43.14450435049863,4.384799846422566,1.2240263191053944
58,4.83103039040165,22.375681529161987,4.216276140616408,1.674781121206445
59,9.57829377008136,71.89416775677725,4.460549118912233,1.3310339276194707
60,5.934144633796301,47.07654587032367,4.375014617516387,1.2487363318235662
61,6.824944431134631,47.50401357338666,4.426676801233581,1.0678917576050944
62,4.652843668750399,5.927519137289506,4.610390407355967,1.0443905366246689
63,6.797479826420572,53.82212373244616,4.524531677291421,1.143656167928585
64,7.112748238614706,43.87448461627247,4.531412964031309,1.1626013835762536
65,4.707625862050701,4.633604487173564,4.372730135024359,1.3924071327981606
66,5.710993454740326,23.267773170042087,4.312279723247335,1.4422583389716725
67,4.998192628254939,3.4856451092475345,4.245171686765994,1.4329074524595464
68,9.384356201483696,62.41400254968883,4.470105024550804,1.2402096907773426
69,7.35418893398941,50.84410877764289,4.321035546594025,1.284357654722552
70,7.768872159651512,47.88042569821782,4.318903582742424,1.4564147842395867
71,7.752527126300914,42.675035596938386,4.460233850040452,1.259566079262564
72,6.32865021360687,5.975884415916809,4.485344902103671,1.2664334031490192
73,6.611596983278876,10.35930268903705,4.545388122926829,1.4433914315992746
74,8.50722386123216,53.35942340639767,4.448336549741243,1.160539416260325
75,8.838466129716167,39.04599121204795,4.4217593483703475,1.1957047389293183
76,6.743274931213447,6.477721674610779,4.304654555119546,1.4436497765421237
77,7.509270833600144,11.639013311208778,4.670951572923296,0.913393709443037
78,9.125648587239436,29.99682800701381,4.397924226659185,1.270919170813599
79,7.5557820902699,7.297280224170297,4.390462880270999,1.2863332647714603
80,7.427463160741399,5.162899854079767,4.571692140350621,1.1470392912462988
81,10.80315056019844,43.752355465771,4.393061501810453,1.3280213264881169
82,7.743352358523564,5.236142476923518,4.463714868722805,1.3069984688277143
83,9.511184637230754,25.069447691630568,4.484597378430559,1.3141341127530606
84,10.242629197480511,44.80019372118935,4.398702074135084,1.358574361546196
85,11.923996608350757,50.085954155831416,4.441175161650572,1.2730776780884503
86,10.623075035364968,36.186926121054555,4.393400907244315,1.40255429717842
87,10.579252733695652,26.582774907717084,4.3424964733173885,1.3984279098921664
88,10.559370104759163,27.472247569197506,4.392540771876642,1.394909809626028
89,10.931856692523667,22.536036948147064,4.2380991682337354,1.5790848118090344
90,12.37887721944348,39.30653224558983,4.145733014507521,1.6495941729727028
91,15.621280323341189,79.47373369026435,4.119252530124159,1.6615045261281098
92,13.6143020168515,45.19519916904271,4.086508431291415,1.6388683155144994
93,13.95761964424564,53.09527772687221,4.083346763698049,1.7005994083720668
94,10.270743962844316,6.836070890166325,3.984004223891059,1.7516235130660145
95,10.787915142929188,6.195068953376694,4.057224018048237,1.6742081959431865
96,13.60973587347055,29.122089582349968,4.111484888067609,1.553814594129903
97,11.567718953950719,7.796827229934586,4.287858182235484,1.6033493539114416
98,12.405005437304844,23.284716712359838,4.069999169452342,1.6609823880802064
99,13.601468553181302,51.78700365703675,4.215193096180955,1.6365447352078455
100,12.526076996065186,23.839301698244995,4.175281522597817,1.603118223656959
101,14.048413986541355,41.0346076360546,4.153959342497099,1.7805195411318988
102,12.188831299990172,9.687126584567933,4.41290582159599,1.3027059938909542
103,13.159117824540205,22.942135640409447,4.3357358159860695,1.2588627434138457
104,16.725185584762077,79.02912144904148,4.383477007456339,1.3021000326394498
105,16.197798596748033,59.85517705044573,4.146909445897245,1.7190089260065708
106,13.687541018084085,13.499458045286254,4.2268786848167,1.5065306315341238
107,13.44113969722575,10.82050597710045,4.393886319798016,1.3373059461193832
108,13.159656255834765,9.060530522536377,4.6113977770051635,1.27567242137939
109,16.804857909066364,54.552993955682105,4.370553205741159,1.4375014638343324
110,14.715210417638005,8.403485821463734,4.538742808725281,1.2102962632530736
111,15.050075147131313,13.872670459156987,4.554796933902699,1.2570451664433007
112,13.93562992232646,12.70505764865596,4.3564351544573965,1.4730290853510126
113,16.189877525897177,50.42946812911951,4.193079132559142,1.709688173557612
114,16.868075736923533,58.6527450600635,4.085534039392828,1.6416258866370075
115,14.263640866418282,15.870872533742551,4.9713231057497,1.4541015867842078
116,14.292146754114935,10.522492613814524,4.586554006403496,1.491009555758243
117,17.34591895914573,51.4750746723646,4.595896896713933,1.6081858960238817
118,15.295400104404958,36.02292689549871,3.97078954539317,2.1417550966849883
119,18.82876632185137,70.74638328906003,4.165861833810882,1.6857436705826678
120,14.62703028682415,11.163835113090853,4.4168415993155135,1.4806810485840525
121,20.944877240963777,85.29267641146619,4.3005677606391,1.4543578279379665
122,19.30081485618037,64.35213519436543,4.231335300794896,1.5256423167176683
123,20.010307681590938,59.7218022251803,4.562266350451737,1.3443238559848811
124,16.7360202291109,13.636995825534528,4.5053181101165105,1.5213046040759322
125,18.07582103224253,11.953484818326293,4.425687239193457,1.3964067091748587
126,20.297349626057375,44.09409329365289,4.499943286643329,1.4629596670276768
127,18.058430033970247,16.689454246719865,4.367330260120137,1.5753137019370769
128,21.335665456806076,45.780995469765244,4.389418980382594,1.5525988653344966
129,17.87668681911316,15.80889240707977,4.364720814000426,1.7900387662507946
130,21.82699858784581,56.72283525889729,4.398913944196509,1.6096071337370361
131,21.745210946965553,63.30789867511664,4.242171449998362,1.6551223474398453
132,28.508989322276545,102.7972888129968,4.677675580014956,1.3864928262609701
133,19.415461549295404,22.068055810773497,4.607123249992475,1.518293431036435
134,20.773451607513216,27.98882935675497,4.387466717198374,1.5413909328984725
135,17.889767519956834,11.697539793065744,4.333613572133211,1.5169677788142415
136,22.12093009128001,50.54604307845755,4.458349435486325,1.5100236796442166
137,24.561125594737838,72.19541333060194,4.639874529801802,1.6433418040580734
138,22.570593057365773,35.272309576101634,5.025428290016637,1.1125083729730938
139,25.497928081306473,60.96955928278664,4.377442029235787,1.5517448393908924
140,21.410981537267666,27.407995125114695,4.941199187016886,0.9318216916625947
141,19.687748501860483,12.7032716076219,5.055600045626124,1.0672723143585179
142,20.032713016720017,12.704347050803209,4.2819636194611475,1.6510841891054333
143,24.887451958372857,62.25062386112254,4.458893006055592,1.4616621587297385
144,22.420637275602456,38.0238331672855,4.562149975859342,1.5436265865503043
145,19.72741180735394,16.23396998823557,4.147560067951609,1.8717328040882033
146,22.44264144110493,18.58821082564639,4.514487471530335,1.4711378244207323
147,25.563290386373907,74.71875421861891,4.447447417311913,1.576584693352632
148,21.6737107936032,13.721873217397707,4.856722974518744,1.3445914899784606
149,23.528679121506762,42.62844580768575,4.729692737652129,1.523016599957369
150,24.86280895523433,53.31006799158539,4.39047782115866,1.5332598233107573
151,24.63161393875255,70.84373707649534,4.657760092867016,1.3647541587714327
152,26.533596062373274,54.44008435348544,4.8002525842355634,1.4603090137342973
153,20.523520967700655,15.810477238252846,4.128401666132911,1.6273941161866268
154,20.79783292225044,16.748684960794897,4.3217710612718125,1.5511273572830162
155,23.793351527358425,43.11956714490781,4.20302170319639,2.0096787512610517
156,26.088121985970293,62.80392301100619,3.8126539018411534,2.144202486847206
157,26.343353083689564,88.7827850455346,3.6859253033803467,2.167297332758398
158,28.7991262323348,65.59476418322262,3.9715161307700586,1.766888099058168
159,32.864711695812524,95.87893260645815,3.748047217145409,1.9538839875268654
160,24.885624424990336,59.421287042891834,3.8963535937626252,2.114303480646828
161,21.83764192219694,38.098109512148675,3.898260781970271,1.963627794448369
162,24.665950264803364,54.04825785950275,4.27199018538197,1.6449442230383695
163,21.268729447989912,33.64416148476621,4.681073061205503,1.3178295494072545
164,23.607507343979673,34.97268433087899,4.9415597673454705,0.9766285664312153
165,23.08713523503229,22.32545217344287,4.7011403726277825,1.3762115475778025
166,24.544922087742773,53.8742979094266,4.695991193599443,1.3818768650716131
167,24.599263771942695,68.75147401108474,4.539399490448186,1.6444159822743576
168,22.892825410541416,59.27941319626276,4.1589021905804895,1.8777092091423944
169,18.361501601413533,16.341993041920073,3.896758639458922,1.6376210124663866
170,19.79054597751469,15.960409602724816,3.910661868266362,1.6851170516374738
171,20.952615837003655,33.87851030581236,3.7125283375369587,1.9364184502214596
172,19.99456731066198,16.884489605846277,3.997953829043729,1.8395805796543734
173,20.89689288636529,24.24935984034716,3.9074493047909686,1.7440269273174767
174,25.98682062989752,74.50438342512628,4.241109741222638,2.0328921294324878
175,21.68605879200619,17.723906811687993,5.032563163421498,1.248430971489679
176,24.540791028837074,57.52968157849993,4.023035471101299,1.6809989773993022
177,23.526985364403878,44.63019178074409,4.1601065551094765,1.7081045846869578
178,27.27012999254286,79.17705472504036,3.9302074027000202,2.113785153858271
179,19.334957519130914,16.66992047478241,3.1856768549480705,2.14464708734974
180,23.515933268412898,45.866563933777456,3.656486988387053,2.1675997460750756
181,20.89367629585517,27.476603279185962,3.607238099020684,2.160626258082263
182,24.68209298900621,67.53509208143835,4.402589120767258,1.8912934741008391
183,22.057738784100728,47.61469439347606,3.568240079816764,2.169922308011578
184,22.632595108240466,49.48659400388542,3.64775361716859,2.12857623444619
185,21.59711954702335,24.871139793796978,3.4784919050762912,2.2601746506094758
186,21.081221306671967,16.864413504429645,3.741951081577243,2.188783540595734
187,21.369057985884094,70.12062235856962,3.2136789430474226,2.0080589871241044
188,24.375810825390097,80.07523131453274,3.3999604063450524,2.01429944464611
189,22.57950756826618,32.95665727126687,3.2495303454898057,2.1770078352806355
190,28.273397310109424,86.90199190206174,4.985756032132887,1.1173403502563424
191,20.610099716427577,19.935454583318986,4.750243902723045,0.9150902256254653
192,24.174614629999045,22.053413860300136,4.9705788587661965,0.8788890340006368
193,26.001457207412283,60.222362309725504,4.969228115573354,1.0238375879770065
194,29.33785147167819,83.7105639150612,4.8073256946405465,0.8979104472237404
195,26.599206848355458,86.72191826104736,4.481347724061071,1.2232351777428823
196,21.930005700982584,20.60568491033747,4.480283960545702,1.2205801257616715
197,22.733692814975342,20.24376515134171,4.761089038473586,1.481568257788664
198,27.35593809239935,77.54023461710585,3.639041790920952,2.0428676646028783
199,23.3603370408583,34.71371703809831,3.838848199941346,1.4417938742150507
200,21.921238783902865,19.297529428064653,3.7174801369469863,1.6372495708276724
201,24.332996079021264,49.39453602932507,4.420867998384931,1.7924409591811992
202,25.825306254562726,67.22354503968982,4.73301732470021,1.2089932147822657
203,25.38639117773501,50.19291974604166,4.397774814389884,0.8907820137494422
204,28.57796888106881,58.353743763600356,4.7994393515114595,0.846046254354958
205,25.89561844356497,49.19207520332274,4.8120902846188285,1.1072556094560508
206,25.236749199060917,24.597137204865145,4.394354631900147,0.9324420212876902
207,29.261887450153107,69.08481724496114,4.263219593945286,1.1240000008290145
208,24.054668743835748,24.90438327630267,4.196114429025116,1.6578840205540257
209,21.963865959178527,25.859706642031284,3.2773308805239485,2.1035937879189235
210,23.878270893048807,27.456733249430844,3.653330281150587,1.8073729366442144
211,25.245769361110494,44.76899408486371,3.7415152378353516,1.4749709679278669
212,27.617149846689824,59.73604427730773,3.725441794951623,1.7427653560282401
213,25.280247647448764,45.72246707582084,3.4098106816194855,2.1738804867849306
214,23.24028332525266,22.473904510484065,3.820624739857233,1.5531024407407903
215,21.36387023787069,22.438133992162985,4.119548492773817,1.050710605649934
216,25.620635669138615,47.45582345525096,4.807379417866847,0.9905558505773516
217,23.146511530523373,57.61851948750809,4.321873113144,0.9993955838535457
218,24.129249476125715,26.746866917738757,4.781024364045416,1.1518702638898026
219,28.617726277240404,96.5994847707611,4.275813361085915,0.9804994277605092
220,24.90044945115118,23.636008355470803,4.3905595336642325,0.9128470677654096
221,23.225561252595888,24.585551214916865,4.760873845645426,1.4576440805630846
222,24.65328115903115,23.23980819498051,3.833134155249184,1.532802097245019
223,35.92966527578484,105.7939953501477,3.7880769153901874,1.5093813784462653
224,28.626537083123797,61.627573129694774,3.685031669684258,1.9003960931035129
225,27.353875214490852,82.02485248935554,4.6228183108447185,1.2520271299282881
226,29.97431717735228,89.06734700959173,4.469539048422277,0.9233932262796132
227,37.88804384219576,113.01023475588448,4.603609728312533,0.921315253755442
228,25.13600098566385,24.13222265337223,4.444826404030745,0.8919863710536065
229,22.438299607622067,23.06607165448644,4.294455428200685,0.9309384394339396
230,32.929565441411356,86.97563822017025,4.8211246032690145,0.9243226232481343
231,22.884467201206657,25.505703489659556,3.9451159474529742,1.263002607365904
232,25.35721014968093,23.773190522138332,4.031562031614072,1.1979562664011474
233,26.595197145936087,42.78967597109406,3.763393649390759,1.5406465895399173
234,28.517254514661676,57.46840406669259,3.6693470228562353,2.0335023016563616
235,26.45519630208715,59.01592240956876,4.0322206811574155,1.2398427382766262
236,30.99022246210608,76.58127236573398,4.172245440137753,1.1461050360525222
237,37.07078230480661,139.7620501872265,4.945703379214995,1.1232307049017973
238,27.504479737248744,31.913220870463157,4.577938248373546,1.013801609545271
239,24.970828537444103,29.454529308689448,4.214878699164693,0.9516540135641968
240,22.943453041970162,24.479408869897,4.294719142556115,0.9703323758853876
241,25.8549340014241,24.668727410010767,3.944537650360092,1.8980041173072546
242,29.312187974365063,58.43265242428813,3.769368595936308,1.6847866244142866
243,35.42313541406679,101.6946232008141,3.885569261473964,1.3861354992649044
244,26.796986530697534,34.855065139675304,3.755429310001799,1.5504511571192978
245,21.715157763343022,24.776208920237046,3.447830696761265,1.822886216889545
246,26.97074122778023,26.615047995412425,3.720503522588861,1.7129545805661166
247,25.395260338074348,44.945360188670726,4.633880303071414,1.2220698740215794
248,31.520050371919552,53.627566452685244,4.581630960402767,0.8922824723862839
249,25.74025586745305,29.15856331805923,4.4659570145417735,1.0305171130403357
250,29.39479509847677,32.91565421635596,4.844395413632615,1.16835595629553
251,30.824282373232435,60.727037491660155,3.4909179118933404,1.7701202041993964
252,31.183221726069352,59.92825472935382,3.737576888991626,1.5911367090574562
253,29.829792427918477,71.78701008241661,3.2993658117686127,1.8748829956526125
254,27.807567637828967,31.716999261140707,3.6500079705333217,1.6440636357647347
255,28.971897806031997,58.52620664139142,3.516275860815269,1.7072332783018795
256,32.316417100867625,62.343436136291295,4.67359245866689,0.986328733500185
257,31.7457273211227,69.75455840081841,4.662032230543868,0.9880842418539294
258,28.270556071041796,28.953602322092735,4.333032211254867,0.9027379600112944
259,22.041645814641207,25.627680277251905,3.6233129721193795,1.8645478101367867
260,29.497701114100728,41.14179791507143,3.4627946603798603,1.9167235368239577
261,35.0708009043819,82.55333431301226,3.6284625155862136,1.636886823967983
262,38.529813876013634,110.09159893281578,3.5386230466797777,1.732840818997376
263,27.868068417000487,48.8868591630178,3.4127103173451734,1.7204333132298497
264,27.33440276603425,50.46416926534461,3.677651785536483,1.5747874315728694
265,24.794844163738563,34.5297747478802,3.592021603840838,1.5295599922065104
266,35.02161729448354,96.3587164073236,4.742034896691469,0.9479166619201126
267,31.91022247723784,74.45325652429057,4.444221428350965,0.8834164094696768
268,28.762631270392216,35.40423603764638,4.465429712337002,0.9819530947841577
269,24.57877997351808,45.76705768496801,3.2853577662105624,1.7739063982994685
270,30.040404692345273,53.7322702796,3.446672456049846,1.7197987573377942
271,31.838408237756962,101.57498991685063,3.5988246714850702,1.4415396186189782
272,24.743784973593243,27.387778129598342,3.9834090764898247,1.3111127273302745
273,28.38321600697573,54.98177168856164,4.2095990337068265,0.9607222595323011
274,28.985715492776,51.56149824198649,4.3620562571304005,0.8984642735916019
275,26.93286659401853,70.32482110249559,4.2654933893058065,0.987513163671702
276,25.001947901423687,26.866127880701526,4.429650359262556,1.011756821436874
277,24.970363144592568,29.207794478760427,3.7812714763747035,1.4189458505394017
278,26.785286119474705,34.83081149075396,3.521402985623798,1.5621409642418156
279,27.947252435405407,62.46409127889884,3.3907227516583807,1.622748809045321
280,23.249797687632444,30.35451739657239,3.5096894024268894,1.549344452524344
281,34.80248820819231,85.80521888355797,3.7910399928060294,1.1473404861341292
282,29.200822996009524,75.09004164186544,4.234898824154601,0.9868638492033108
283,28.103998709694054,46.55270679051206,4.736499397915675,1.1375450837101007
284,24.81419796440073,32.90829564393594,4.2282239800348265,0.9581944474381802
285,24.810645861624245,62.393511605506674,3.941481996983977,1.0083326318902754
286,25.106270856206624,43.834548683649615,4.321400783702777,1.5725650983637307
287,29.69516877388756,92.39525182325494,3.3205302210829406,1.7698724210779297
288,26.232281380101348,27.925673095862123,3.769534521967174,1.3507983164375554
289,25.530185011302365,50.502735656109195,3.6831905352832464,1.2190788954228176
290,26.76611044683379,57.710471234122046,3.993747885226575,1.7406534198978758
291,27.450488865627936,65.98729633898093,4.077422206513085,1.3938238989798801
292,22.866196932355994,27.141891067196102,4.170365032015634,1.2611859863944372
293,22.86508286410461,27.29071042386702,4.41408985897391,1.102878660192178
294,26.155998771502833,28.955954518553767,3.802052471183365,1.6177257785478314
295,21.694123037748955,26.167716407812687,3.3698128552980884,1.5539354328908084
296,27.97280867729849,65.04978515733589,3.434082240147627,1.683684679087335
297,20.68348099879069,28.774338283120265,3.4441951649636358,1.611457401195913
298,37.52282500008929,95.2569721638579,3.7494520417518955,1.529025645203231
299,29.645898045909405,85.65475201411809,4.004016108952776,1.0369044996329932
300,26.036317203745497,35.47155913600901,4.458626171277847,1.071096368322348
301,30.762890768671063,50.88764184414419,4.511973528732139,0.9830836139194999
302,30.750042924803232,52.75840563013473,3.9399753671689224,1.4822566106878716
303,30.519735205742354,56.08965543914866,3.528114270691048,1.5682752977193872
304,27.649205931235468,60.42198894731334,3.279087602946651,1.8424528460713547
305,34.69252206354787,126.65389447412372,3.360951593996754,1.285895608698515
306,32.935070103688325,99.33733542139369,3.7346688216151898,1.4028049567601342
307,24.32396471718238,44.99967633135163,4.4351669073875835,1.0055775340853677
308,31.195189878171533,70.97539366788196,4.271112443787951,0.9505725218109444
309,28.542290097490394,56.76130454738732,4.425561430603357,0.9776328155542191
310,32.304740605158116,39.63611434207718,4.704075423932766,1.008539190976625
311,26.970105182304284,31.13210762904851,3.644632095585882,1.4477097494680045
312,30.46233818558352,36.02962993266029,3.563043279927621,1.6890006990451523
313,37.74811953613985,108.02523053846191,3.3235511252215244,1.7082228583184453
314,28.593355412880975,56.674597413614755,3.534525222963832,1.4200841203036099
315,26.61144324893812,72.03664506506398,3.5731019853624764,1.4602988377846957
316,30.306407336318866,55.70347158933035,4.788201469679918,1.144241784816019
317,22.691438933193403,32.62414361623926,3.8538063132262685,0.9929369570267271
318,29.103329898804986,66.76839051095881,3.9296492696129395,1.253870619498665
319,25.791767768754067,38.8952907753425,4.040510847214654,1.8358258283164464
320,25.66565742452784,34.92185889686392,3.6280446987011663,1.3969111444432853
321,29.701734080497694,107.02088950251505,3.6133660498657387,1.0794417593789616
322,25.127591789110973,54.03357962867286,3.8238224273646697,1.0298280615651285
323,26.968374822960964,91.64964497161819,4.236277446337377,1.1194373468457293
324,26.408836118416115,53.393519711118806,4.640371532243784,1.2654714433018863
325,34.739879522762024,103.30582016716224,4.06169604341582,0.9115312823697865
326,28.944619816612683,46.740040848394656,4.149490749098161,1.0637679358650607
327,30.007164269437144,71.28548999437731,3.3549302313985585,1.8693543525043894
328,29.9554623934234,65.84631945553394,3.5672856640639496,1.3435771226967725
329,24.676061259640267,64.93483444617114,3.375156951733622,1.292783371790987
330,23.603124346212034,30.619936817777884,4.12868824252194,1.3416321150892518
331,27.135723529068812,63.44179080687201,4.177483472128776,1.0205264621371464
332,31.026524884543072,46.46130992289283,4.605569637522101,1.0818338781285814
333,35.5689835755076,90.14975704926438,4.350814776139745,1.0364336686114264
334,27.52702517904923,39.16835202266203,4.042553948916778,1.0200900155290273
335,23.251846279616608,49.20519752555733,3.5940620118802853,1.1577544180699748
336,33.17855043479883,94.19470259634842,3.5779061878987397,1.597150991636645
337,27.942587890356265,61.967758177680864,3.684770931439957,1.1319092161623792
338,38.46778201960975,104.19800541308479,4.23947327373653,1.02866913332694
339,24.898260070710247,38.10302713225093,4.153033674023771,1.0209419355482527
340,28.357614271058953,49.4338298683962,4.178006986645386,0.9233282576876607
341,31.673343669622543,67.61987321555013,4.44949132625643,0.9690684203761315
342,30.777595425936255,51.814507528475815,3.9778838096313653,1.0043010800016166
343,21.6000113104473,28.615058039351112,3.435188298854515,1.3287425520322476
344,29.690234726837094,46.203676079337626,3.678623620170664,1.386591367005285
345,23.348565148248706,49.02171925481834,3.4767157593605478,1.260424659345843
346,27.85580678562121,40.25439891943246,4.126297140807373,1.3075961827964298
347,24.951471873412025,60.16708272799098,4.121988122690689,1.3478900855549942
348,24.918657599875683,37.78471350585965,4.1407247364292585,1.0574536327770825
349,24.755800578712687,54.276490398120906,4.181856177931584,1.0995884628967658
350,23.74233405598851,29.269280597247164,4.195815218110932,1.28886444372654
351,22.833240517252683,32.12401893472745,4.083561107780918,1.452883538362122
352,26.1850863331583,56.15601600623544,3.8386841775567957,1.5627412576209692
353,30.96236230903653,106.83213234328956,3.5412505273124237,1.2567847706300899
354,31.099660161263103,84.12265366872045,4.245312522294808,1.4406852651809858
355,34.82747850276839,104.8536643620136,4.247425056473001,1.458493757148088
356,33.02243295729785,89.58019708225902,3.995019852578972,1.1803644965269524
357,31.493407863017175,84.83077080814225,3.8826498918852623,1.0742232908524603
358,35.44414929770778,100.71156217445235,3.6446310559541484,1.6597668717032799
359,24.259160113223892,31.73317970574656,3.3677473508787354,1.6988274837396773
360,26.05285902410206,36.20959568949367,3.6553755419917575,1.3898586061172458
361,28.125175646251435,63.12319187076405,3.983738114222376,1.3481964571220304
362,33.17593666937786,68.4792075289822,4.318360827234189,1.314735230166559
363,27.418089667605802,43.86672995709929,3.957353991455998,1.4253435254643074
364,36.452808972685744,95.22648081450784,4.0419028189677215,1.1872894752039953
365,26.743042674794182,74.87836312583943,3.7001107529393757,1.2618050358346804
366,28.502393359752492,75.79063936885942,3.9403254675223076,1.5254396257097629
367,21.28939826825424,36.4647206741893,3.8470924313224923,1.2259398926924137
368,26.435803510458985,34.59485723607168,3.7128092939893333,1.2723008386605468
369,27.087283888386246,56.72279798798457,4.004529369991302,1.3621641609892698
370,32.75153085164379,73.1612684687726,4.0530716383841385,1.6471557480053882
371,29.461972630430704,42.46733369361733,3.9619992544595255,1.4518026820873473
372,28.330030827439288,34.09816854835313,3.73230047659567,1.3184562968325917
373,25.688943325365624,60.89125689941828,3.489396973699357,1.3021398980680805
374,30.597165742213203,57.89544503107171,3.1229291387342557,2.04910523631277
375,28.514835706142648,62.740399619362556,3.4302423355160383,1.3804139900212749
376,28.814635744794995,43.273536927867305,3.7846748160463517,1.283263130817315
377,23.214380564039157,34.82463537707939,3.542560417021063,1.6678023139109002
378,31.311243628879605,65.77901625039766,4.295850688966695,1.6828655980996319
379,25.411241139686584,55.72728635363017,3.907979323834113,1.155831842035735
380,21.980088356493898,37.08577066647941,3.9505100671036746,1.6539389396276112
381,20.17375012748198,31.171857731497493,3.4944854275597765,1.3668938524287397
382,23.3954595197398,41.85889506871482,3.688942575955269,1.7352535227717232
383,20.452161403403185,42.58703686206178,4.051904004144217,1.3507337505587576
384,27.264103548912335,70.57016528925998,4.354194044306335,1.5325143994118295
385,20.48298497749902,33.30382988220902,4.425805351515548,1.4636748657834115
386,24.71462872229722,40.88293650608755,3.808488550810974,1.359905411213986
387,22.319269057746894,35.78080362934946,3.4960875139502363,1.4501382317535343
388,28.62028023593218,68.02861975486623,3.396129519587783,2.15809808097643
389,30.459398973338686,94.81197141909873,3.477202717410901,1.7902558265296253
390,27.407200091167113,33.423323730328576,4.2812654001611765,1.2839831801277168
391,27.190684064955246,71.21179461476642,4.272522663328265,1.1656891425519111
392,26.491423612258366,36.48215274892856,4.241932235412837,1.7971628593958373
393,23.846796648751557,32.27596715777023,3.9805720489475727,2.0727138079328413
394,24.250252875677674,50.16743770051894,3.7219556008658152,1.377690681471399
395,23.120209160561664,48.1322880295763,3.8972091211353517,1.61038688844842
396,31.108440427591237,88.29081810528179,4.772736210130742,1.4413131326785138
